,instance_id,brand,cpu_brand,cpu_model,cpu_type,cpu_frequency,ram_capacity,ram_type,ram_frequency,hdd_capacity,ssd_capacity,weight,dimensions,title,preprocessed_titles,all_cpu,blocking_processor,blocking_brand,blocking_key
10,www.isupplyhub.com//168,dell,2 ghz intel core i7. intel core i7,,2 ghz intel core i7,2 ghz intel core i7,8 gb ddr3l sdram,ddr3 sdram. 8 gb ddr3l sdram,,1024 gb mechanical_hard_drive,,6 pounds,19.29 x 13.15 x 3.31 inches,amazon.com : dell inspiron i5547-5780slv 15.6-inch laptop : computers & accessories,amazon.com   dell inspiron i5547-5780slv 15.6-inch laptop   computers & accessories,2 ghz intel core i7. intel core i72 ghz intel core i72 ghz intel core i7amazon.com : dell inspiron i5547-5780slv 15.6-inch laptop : computers & accessoriesdell,core i7,dell,dell core i7
11,www.isupplyhub.com//1377,dell,0 mhz 8032. amd a8,,0 mhz 8032,0 mhz 8032,0 gb,0 gb,,0 gb mechanical_hard_drive,,8.7 pounds,17 x 20 x 4 inches,"amazon.com : dell inspiron m731r 18-inch hd+ notebook (amd quad-core a8-5545m 1.7ghz processor, 8gb ram, 1tb hard drive, windows 8.1) indigo blue : computers & accessories",amazon.com   dell inspiron m731r 18-inch hd+ notebook  amd quad-core a8-5545m 1.7ghz processor  8gb ram  1tb hard drive  windows 8.1  indigo blue   computers & accessories,"0 mhz 8032. amd a80 mhz 80320 mhz 8032amazon.com : dell inspiron m731r 18-inch hd+ notebook (amd quad-core a8-5545m 1.7ghz processor, 8gb ram, 1tb hard drive, windows 8.1) indigo blue : computers & accessoriesdell",amd,dell,dell amd
12,www.isupplyhub.com//389,dell,2 ghz intel core i7. intel core i5,,2 ghz intel core i7,2 ghz intel core i7,16 gb ddr3l sdram,ddr3 sdram. 16 gb ddr3l sdram,,1024 gb mechanical_hard_drive,,6 pounds,19.29 x 13.15 x 3.31 inches,amazon.com : dell inspiron i5547-15001slv 15.6-inch touchscreen laptop : computers & accessories,amazon.com   dell inspiron i5547-15001slv 15.6-inch touchscreen laptop   computers & accessories,2 ghz intel core i7. intel core i52 ghz intel core i72 ghz intel core i7amazon.com : dell inspiron i5547-15001slv 15.6-inch touchscreen laptop : computers & accessoriesdell,core i5,dell,dell core i5
13,www.isupplyhub.com//1128,acer,2 ghz intel core i7. intel,,2 ghz intel core i7,2 ghz intel core i7,8 gb ddr3l sdram,8 gb ddr3l sdram,,1000 gb sata,,5.6 pounds. 7 pounds ( view shipping rates and policies ),15.02 x 10.08 x 1 inches,amazon.com : acer aspire v3-572-78s3 15.6-inch laptop (platinum silver) : computers & accessories,amazon.com   acer aspire v3-572-78s3 15.6-inch laptop  platinum silver    computers & accessories,2 ghz intel core i7. intel2 ghz intel core i72 ghz intel core i7amazon.com : acer aspire v3-572-78s3 15.6-inch laptop (platinum silver) : computers & accessoriesacer,core i7,acer,acer core i7
14,www.isupplyhub.com//1586,acer,2.16 ghz intel celeron. intel celeron,,2.16 ghz intel celeron,2.16 ghz intel celeron,2 gb ddr3l sdram,ddr3 sdram. 2 gb ddr3l sdram,,320 gb sata,,2.8 pounds,11.46 x 8.31 x 0.83 inches,amazon.com : acer aspire e3-111-c5gl 11.6-inch laptop (cool silver) : computers & accessories,amazon.com   acer aspire e3-111-c5gl 11.6-inch laptop  cool silver    computers & accessories,2.16 ghz intel celeron. intel celeron2.16 ghz intel celeron2.16 ghz intel celeronamazon.com : acer aspire e3-111-c5gl 11.6-inch laptop (cool silver) : computers & accessoriesacer,intel,acer,acer intel
15,www.isupplyhub.com//890,acer,2.16 ghz pentium. intel pentium,,2.16 ghz pentium,2.16 ghz pentium,4 gb ddr3l sdram,ddr3 sdram. 4 gb ddr3l sdram,,500 gb sata,,3.1 pounds,11.46 x 8.31 x 0.85 inches,amazon.com : acer aspire v3-111p-43bc 11.6-inch touchscreen laptop (cool silver) : computers & accessories,amazon.com   acer aspire v3-111p-43bc 11.6-inch touchscreen laptop  cool silver    computers & accessories,2.16 ghz pentium. intel pentium2.16 ghz pentium2.16 ghz pentiumamazon.com : acer aspire v3-111p-43bc 11.6-inch touchscreen laptop (cool silver) : computers & accessoriesacer,intel,acer,acer intel
16,www.isupplyhub.com//1244,lenovo,intel core i5,,,,4 gb sdram ddr3,ddr3 sdram. 4 gb sdram ddr3,,320 gb mechanical_hard_drive,,3 pounds,12.01 x 0.80 x 8.13 inches,"amazon.com : lenovo thinkpad x230 laptop - 2325t11 - 12.5"" ultraportable notebook intel core i5-3320m windows 7 professional 4gb ram : computers & accessories","amazon.com   lenovo thinkpad x230 laptop 2325t11 12.5"" ultraportable notebook intel core i5-3320m windows 7 professional 4gb ram   computers & accessories","intel core i5amazon.com : lenovo thinkpad x230 laptop - 2325t11 - 12.5"" ultraportable notebook intel core i5-3320m windows 7 professional 4gb ram : computers & accessorieslenovo",core i5,lenovo,lenovo core i5
17,www.isupplyhub.com//1434,dell,1.7 ghz intel core i5. intel,,1.7 ghz intel core i5,1.7 ghz intel core i5,6 gb ddr3l sdram,ddr3 sdram. 6 gb ddr3l sdram,,1024 gb,,6 pounds. 7.4 pounds ( view shipping rates and policies ),19.29 x 13.15 x 3.31 inches,"amazon.com : dell inspiron i5547-3753slv 15.6-inch laptop (1.7 ghz intel core i5-4210u processor, 6gb ddr3, 1tb hdd, windows 8.1) silver : computers & accessories",amazon.com   dell inspiron i5547-3753slv 15.6-inch laptop  1.7 ghz intel core i5-4210u processor  6gb ddr3  1tb hdd  windows 8.1  silver   computers & accessories,"1.7 ghz intel core i5. intel1.7 ghz intel core i51.7 ghz intel core i5amazon.com : dell inspiron i5547-3753slv 15.6-inch laptop (1.7 ghz intel core i5-4210u processor, 6gb ddr3, 1tb hdd, windows 8.1) silver : computers & accessoriesdell",core i5,dell,dell core i5
18,www.isupplyhub.com//459,acer,1.6 ghz intel core i5-4200u. intel core i5,,1.6 ghz intel core i5-4200u,1.6 ghz intel core i5-4200u,8 gb ddr3l sdram,8 gb ddr3l sdram,,500 gb mechanical_hard_drive,,4.4 pounds,13.39 x 9.45 x 0.90 inches,amazon.com : acer aspire v7-482pg-5842 14-inch touchscreen ultrabook (cool steel) : computers & accessories,amazon.com   acer aspire v7-482pg-5842 14-inch touchscreen ultrabook  cool steel    computers & accessories,1.6 ghz intel core i5-4200u. intel core i51.6 ghz intel core i5-4200u1.6 ghz intel core i5-4200uamazon.com : acer aspire v7-482pg-5842 14-inch touchscreen ultrabook (cool steel) : computers & accessoriesacer,core i5,acer,acer core i5
19,www.isupplyhub.com//451,acer,2.4 ghz core i3-3110m. intel core i3,,2.4 ghz core i3-3110m,2.4 ghz core i3-3110m,6 gb ddr3,ddr3 sdram. 6 gb ddr3,,500 gb,,7.1 pounds,16.30 x 10.80 x 1.40 inches,amazon.com : acer aspire nx.mg7aa.006;e1-771-6458 17.3-inch laptop : computers & accessories,amazon.com   acer aspire nx.mg7aa.006;e1-771-6458 17.3-inch laptop   computers & accessories,2.4 ghz core i3-3110m. intel core i32.4 ghz core i3-3110m2.4 ghz core i3-3110mamazon.com : acer aspire nx.mg7aa.006;e1-771-6458 17.3-inch laptop : computers & accessoriesacer,core i3,acer,acer core i3
20,www.isupplyhub.com//748,dell,1.7 ghz intel core i5. intel core i5,,1.7 ghz intel core i5,1.7 ghz intel core i5,6 gb ddr3l sdram,6 gb ddr3l sdram,,1024 gb mechanical_hard_drive,,5.7 pounds,14.90 x 10 x 0.90 inches,"amazon.com : dell inspiron i5547-3751slv 16-inch touchscreen laptop (1.70 ghz intel core i5-4210u processor, 6gb memory, 1tb hard drive, win 8.1) : computers & accessories",amazon.com   dell inspiron i5547-3751slv 16-inch touchscreen laptop  1.70 ghz intel core i5-4210u processor  6gb memory  1tb hard drive  win 8.1    computers & accessories,"1.7 ghz intel core i5. intel core i51.7 ghz intel core i51.7 ghz intel core i5amazon.com : dell inspiron i5547-3751slv 16-inch touchscreen laptop (1.70 ghz intel core i5-4210u processor, 6gb memory, 1tb hard drive, win 8.1) : computers & accessoriesdell",core i5,dell,dell core i5
21,www.isupplyhub.com//1232,asus,1.7 ghz core i5-3317u. intel,,1.7 ghz core i5-3317u,1.7 ghz core i5-3317u,4 gb so-dimm,sodimm. 4 gb so-dimm,,256 gb sata,,2.9 pounds,12.90 x 0.30 x 8.90 inches,amazon.com : asus ux31a ux31a-xb52 13.3-inch laptop (silver aluminum) : laptop computers : computers & accessories,amazon.com   asus ux31a ux31a-xb52 13.3-inch laptop  silver aluminum    laptop computers   computers & accessories,1.7 ghz core i5-3317u. intel1.7 ghz core i5-3317u1.7 ghz core i5-3317uamazon.com : asus ux31a ux31a-xb52 13.3-inch laptop (silver aluminum) : laptop computers : computers & accessoriesasus,core i5,asus,asus core i5
22,www.isupplyhub.com//1431,hp,1.7 ghz a-series quad-core a8. amd a8,,1.7 ghz a-series quad-core a8,1.7 ghz a-series quad-core a8,8 gb ddr3l sdram,8 gb ddr3l sdram,,1024 gb,,5.9 pounds,10.24 x 15.14 x 0.99 inches,amazon.com : hp 15-p030nr 15.6-inch special edition laptop with beats audio : computers & accessories,amazon.com   hp 15-p030nr 15.6-inch special edition laptop with beats audio   computers & accessories,1.7 ghz a-series quad-core a8. amd a81.7 ghz a-series quad-core a81.7 ghz a-series quad-core a8amazon.com : hp 15-p030nr 15.6-inch special edition laptop with beats audio : computers & accessorieshp,amd,hp,hp amd
23,www.flexshopper.com//2436,,,,,,,,,,,,,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd,hp elitebook folio 9470m 14 core i5 3427u windows 7 pro 64-bit 4 gb ram 500 gb hdd,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd,core i5,hp,hp core i5
24,www.flexshopper.com//741,,intel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cache,intel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cache,intel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cache,intel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cache,6 gb ddr3l,6 gb ddr3l,,500 gb hdd / 5400 rpm,,7.1 lbs,,"acer aspire e1-771-33116g50mnii - 17.3"" - core i3 3110m - windows 7 home premium 64-bit - 6 gb ram - 500 gb hdd","acer aspire e1-771-33116g50mnii 17.3"" core i3 3110m windows 7 home premium 64-bit 6 gb ram 500 gb hdd","intel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cacheintel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cacheintel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cacheintel core i3 ( 3rd gen ) 3110m / 2.4 ghz / 3 mb cacheacer aspire e1-771-33116g50mnii - 17.3"" - core i3 3110m - windows 7 home premium 64-bit - 6 gb ram - 500 gb hdd",core i3,acer,acer core i3
25,www.flexshopper.com//326,,intel,i3-4030u,i3-4030u. core i3,1.80ghz,4gb,ddr3 sdram. ddr3l sdram,,500gb,,6.61lbs / 2.99kg,front : 1.10 '' / 27.94mm rear : 1.10 '' / 27.94mm,"acer aspire e5-771-37gd 17.3"" notebook computer, intel core i3-4030u 1.8ghz processor, 4gb ram, 500gb hdd, windows 8.1, iron silver","acer aspire e5-771-37gd 17.3"" notebook computer  intel core i3-4030u 1.8ghz processor  4gb ram  500gb hdd  windows 8.1  iron silver","inteli3-4030ui3-4030u. core i31.80ghzacer aspire e5-771-37gd 17.3"" notebook computer, intel core i3-4030u 1.8ghz processor, 4gb ram, 500gb hdd, windows 8.1, iron silver",core i3,acer,acer core i3
26,www.flexshopper.com//2173,,intel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cache,intel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cache,intel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cache,intel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cache,4 gb ddr3l,4 gb ddr3l,,500 gb hdd / 5400 rpm,,5.2 lbs,,"acer aspire e1-572-34014g50mnkk - 15.6"" - core i3 4010u - windows 7 home premium 64-bit - 4 gb ram - 500 gb hdd","acer aspire e1-572-34014g50mnkk 15.6"" core i3 4010u windows 7 home premium 64-bit 4 gb ram 500 gb hdd","intel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cacheintel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cacheintel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cacheintel core i3 ( 4th gen ) 4010u / 1.7 ghz / 3 mb cacheacer aspire e1-572-34014g50mnkk - 15.6"" - core i3 4010u - windows 7 home premium 64-bit - 4 gb ram - 500 gb hdd",core i3,acer,acer core i3
27,www.flexshopper.com//1318,,,,,,,,,,,,,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 32-bit - 4 gb ram - 320 gb hdd,hp elitebook folio 9470m 14 core i5 3427u windows 7 pro 32-bit 4 gb ram 320 gb hdd,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 32-bit - 4 gb ram - 320 gb hdd,core i5,hp,hp core i5
28,www.flexshopper.com//990,,,,,,,,,,,,,hp elitebook revolve 810 g2 tablet - 11.6 - core i3 4010u - windows 7 pro 64-bit / windows 8.1 pro downgrade - 4 gb ram - 128 gb ssd,hp elitebook revolve 810 g2 tablet 11.6 core i3 4010u windows 7 pro 64-bit / windows 8.1 pro downgrade 4 gb ram 128 gb ssd,hp elitebook revolve 810 g2 tablet - 11.6 - core i3 4010u - windows 7 pro 64-bit / windows 8.1 pro downgrade - 4 gb ram - 128 gb ssd,core i3,hp,hp core i3
29,www.flexshopper.com//1352,,intel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cache,intel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cache,intel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cache,intel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cache,4 gb ddr3l,4 gb ddr3l,,500 gb hdd / 5400 rpm,,5.2 lbs,,"acer aspire e1-572-54204g50mnrr - 15.6"" - core i5 4200u - windows 7 home premium 64-bit - 4 gb ram - 500 gb hdd","acer aspire e1-572-54204g50mnrr 15.6"" core i5 4200u windows 7 home premium 64-bit 4 gb ram 500 gb hdd","intel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cacheintel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cacheintel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cacheintel core i5 ( 4th gen ) 4200u / 1.6 ghz ( 2.6 ghz ) / 3 mb cacheacer aspire e1-572-54204g50mnrr - 15.6"" - core i5 4200u - windows 7 home premium 64-bit - 4 gb ram - 500 gb hdd",core i5,acer,acer core i5
30,www.flexshopper.com//208,,intel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cache,intel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cache,intel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cache,intel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cache,8 gb ddr3l,8 gb ddr3l,,180 gb ssd,,3 lbs,,"lenovo thinkpad x1 carbon 3444 - 14"" - core i7 3667u - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 8 gb ram - 180 gb ssd","lenovo thinkpad x1 carbon 3444 14"" core i7 3667u windows 8 pro 64-bit / windows 7 pro 64-bit downgrade 8 gb ram 180 gb ssd","intel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cacheintel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cacheintel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cacheintel core i7 ( 3rd gen ) 3667u / 2 ghz ( 3.2 ghz ) / 4 mb cachelenovo thinkpad x1 carbon 3444 - 14"" - core i7 3667u - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 8 gb ram - 180 gb ssd",core i7,lenovo,lenovo core i7
31,www.flexshopper.com//1333,,,,,,,,,,,,,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 8 gb ram - 320 gb hdd,hp elitebook folio 9470m 14 core i5 3427u windows 7 pro 64-bit 8 gb ram 320 gb hdd,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 8 gb ram - 320 gb hdd,core i5,hp,hp core i5
32,www.flexshopper.com//884,,intel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cache,intel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cache,intel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cache,intel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cache,4 gb ddr3,4 gb ddr3,,180 gb ssd,,4 lbs,,"lenovo thinkpad x230 tablet 3435 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd","lenovo thinkpad x230 tablet 3435 12.5"" core i5 3320m windows 7 pro 64-bit 4 gb ram 180 gb ssd","intel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cacheintel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cacheintel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cacheintel core i5 ( 3rd gen ) 3320m / 2.6 ghz ( 3.3 ghz ) / 3 mb cachelenovo thinkpad x230 tablet 3435 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd",core i5,lenovo,lenovo core i5
